ORDER_NUM,ORDER_DATE,ORDER_STATUS,CUSTOMER_NUM,CUSTOMER_NAME,ORDER_TYPE,LINE_NUM,ITEM_NUM,QUANTITY,UOM,UNIT_PRICE,CURRENCY,SHIP_TO_ORG,REQUESTED_DATE,PROMISED_DATE,SOURCE_SYSTEM,SALES_REP,PAYMENT_TERMS,FREIGHT_TERMS,WAREHOUSE
SO-200027,24-Dec-24,SHIPPED,CUST-1006,Summit Technology,RMA,1,ITM-01006-B,155,PCS,9.93,$,M1,2024-03-15,19-Mar-24,NETSUITE,R. Kim,PREPAID,FOB Destination,M1
SO-200027,24-Dec-24,SHIPPED,CUST-1006,Summit Technology,RMA,2,ITM-99999-Z,236,EACH,25.7,USD,M1,20240527,"May 29, 2024",NETSUITE,R. Kim,NET60,FOB Origin,M1
SO-200028,2024-07-05,CLOSED,CUST-1005,BlueRidge Components,INTERNAL,1,ITM-01009-A,203,PC,384.34,USD,PLANO_DC,10-Apr-24,04/20/2024,NETSUITE,B. O'Connor,PREPAID,FOB,PLANO_DC
SO-200028,2024-07-05,CLOSED,CUST-1005,BlueRidge Components,INTERNAL,2,ITM-01038-D,79,PC,276.02,USD,PLANO_DC,04/14/2024,"Apr 23, 2024",NETSUITE,B. O'Connor,NET30,DDP,PLANO_DC
SO-200028,2024-07-05,CLOSED,CUST-1005,BlueRidge Components,INTERNAL,3,ITM-01050-B,47,ea,128.65,USD,PLANO_DC,07/24/2024,"Jul 22, 2024",NETSUITE,B. O'Connor,PREPAID,FOB Origin,PLANO_DC
SO-200029,13-Mar-24,BOOKED,CUST-1004,Lone Star Logistics,RMA,1,ITM-01006-B,115,EA,107.55,USD,M1,"Aug 19, 2024",2024-08-26,NETSUITE,J. Lin,NET 30,FOB,M1
SO-200029,13-Mar-24,BOOKED,CUST-1004,Lone Star Logistics,RMA,2,ITM-01047-B,99,Each,293.57,USD,M1,01/03/2024,28/02/2024,NETSUITE,J. Lin,Due on receipt,FOB,M1
SO-200030,2024-07-11,CANCELLED,CUST-1005,BlueRidge Components,RMA,1,ITM-01003-C,82,EACH,380.76,USD,M2,15-May-24,05/12/2024,NETSUITE,M. Patel,Due on receipt,FOB Destination,M2
SO-200031,20240208,BOOKED,CUST-1006,Summit Technology,DROPSHIP,1,ITM-DELETED,156,Each,64.53,USD,M2,15-Aug-24,08/17/2024,NETSUITE,B. O'Connor,NET60,DDP,M2
SO-200032,"Oct 10, 2024",CLOSED,CUST-1006,Summit Technology,DROPSHIP,1,ITM-12345-Q,40,EA,145.61,$,DALLAS_DC,2024-07-19,31-Jul-24,NETSUITE,J. Lin,PREPAID,DDP,DALLAS_DC
SO-200033,2024-02-19,SHIPPED,CUST-1002,Acme Manufacturing,RMA,1,ITM-01020-A,126,PC,107.47,USD,PLANO_DC,20240610,22/06/2024,NETSUITE,J. Lin,NET60,FOB,PLANO_DC
SO-200033,2024-02-19,SHIPPED,CUST-1002,Acme Manufacturing,RMA,2,ITM-01024-D,12,EACH,177.02,$,PLANO_DC,04/17/2024,2024-04-28T00:00:00,NETSUITE,J. Lin,NET 30,FOB Origin,PLANO_DC
SO-200033,2024-02-19,SHIPPED,CUST-1002,Acme Manufacturing,RMA,3,ITM-12345-Q,22,PC,138.83,USD,PLANO_DC,18/08/2024,2024-08-18T00:00:00,NETSUITE,J. Lin,PREPAID,FOB Destination,PLANO_DC
SO-200033,2024-02-19,SHIPPED,CUST-1002,Acme Manufacturing,RMA,4,ITM-01054-C,108,ea,275.45,$,PLANO_DC,20240608,06/21/2024,NETSUITE,J. Lin,Due on receipt,FOB,PLANO_DC
SO-200034,2024-07-21T00:00:00,BOOKED,CUST-1001,Northwind Industries,RMA,1,ITM-01011-C,33,EA,170.5,USD,M2,24/04/2024,04/27/2024,NETSUITE,E. Vasquez,NET60,FOB,M2
SO-200034,2024-07-21T00:00:00,BOOKED,CUST-1001,Northwind Industries,RMA,2,ITM-DELETED,100,ea,160.15,$,M2,2024-03-18T00:00:00,17-Mar-24,NETSUITE,E. Vasquez,PREPAID,DDP,M2
SO-200035,20241224,CANCELLED,CUST-1001,Northwind Industries,STD,1,ITM-01038-D,145,EA,314.73,USD,DALLAS_DC,26-Mar-24,26/03/2024,NETSUITE,R. Kim,NET 30,DDP,DALLAS_DC
SO-200035,20241224,CANCELLED,CUST-1001,Northwind Industries,STD,2,ITM-01037-A,10,PCS,111.61,USD,DALLAS_DC,20240803,20240815,NETSUITE,R. Kim,Due on receipt,FOB Origin,DALLAS_DC
SO-200036,"Jun 18, 2024",SHIPPED,CUST-1004,Lone Star Logistics,STD,1,ITM-DELETED,216,Each,343.58,USD,M1,2024-05-19,2024-05-24T00:00:00,NETSUITE,R. Kim,NET60,FOB Destination,M1
SO-200036,"Jun 18, 2024",SHIPPED,CUST-1004,Lone Star Logistics,STD,2,ITM-01048-D,69,PC,167.88,USD,M1,2024-06-22,06/29/2024,NETSUITE,R. Kim,Due on receipt,FOB Destination,M1
SO-200036,"Jun 18, 2024",SHIPPED,CUST-1004,Lone Star Logistics,STD,3,ITM-01006-B,223,EACH,328.76,USD,M1,2024-07-03T00:00:00,07/16/2024,NETSUITE,R. Kim,NET30,FOB,M1
SO-200037,16/09/2024,SHIPPED,CUST-1006,Summit Technology,STD,1,ITM-01016-D,13,EACH,282.44,$,DALLAS_DC,09-Mar-24,2024-03-20T00:00:00,NETSUITE,M. Patel,Due on receipt,DDP,DALLAS_DC
SO-200037,16/09/2024,SHIPPED,CUST-1006,Summit Technology,STD,2,ITM-12345-Q,62,EACH,196.54,$,DALLAS_DC,04/01/2024,2024-03-29T00:00:00,NETSUITE,M. Patel,Due on receipt,FOB,DALLAS_DC
SO-200038,2024-03-24T00:00:00,CLOSED,CUST-1003,Pacific Distributors,STD,1,ITM-12345-Q,166,PCS,271.72,$,PLANO_DC,"Apr 24, 2024",28/04/2024,NETSUITE,J. Lin,PREPAID,FOB Origin,PLANO_DC
SO-200038,2024-03-24T00:00:00,CLOSED,CUST-1003,Pacific Distributors,STD,2,ITM-01050-B,122,PCS,259.65,USD,PLANO_DC,2024-08-22T00:00:00,2024-08-19,NETSUITE,J. Lin,NET60,FOB,PLANO_DC
SO-200038,2024-03-24T00:00:00,CLOSED,CUST-1003,Pacific Distributors,STD,3,ITM-01020-A,109,Each,340.93,$,PLANO_DC,12-Aug-24,08/17/2024,NETSUITE,J. Lin,Due on receipt,FOB,PLANO_DC
SO-200038,2024-03-24T00:00:00,CLOSED,CUST-1003,Pacific Distributors,STD,4,ITM-01053-D,150,EA,4.92,USD,PLANO_DC,2024-08-07T00:00:00,2024-08-16T00:00:00,NETSUITE,J. Lin,NET 30,FOB,PLANO_DC
SO-200039,2024-12-16,CANCELLED,CUST-1003,Pacific Distributors,STD,1,ITM-01017-C,49,PCS,207.88,USD,M1,2024-08-15,2024-08-21T00:00:00,NETSUITE,J. Lin,PREPAID,DDP,M1
SO-200039,2024-12-16,CANCELLED,CUST-1003,Pacific Distributors,STD,2,ITM-01044-A,168,Each,398.99,$,M1,05/04/2024,02/04/2024,NETSUITE,J. Lin,Due on receipt,FOB Origin,M1
SO-200039,2024-12-16,CANCELLED,CUST-1003,Pacific Distributors,STD,3,ITM-12345-Q,88,PC,285.92,USD,M1,20240725,"Jul 28, 2024",NETSUITE,J. Lin,Due on receipt,FOB,M1
SO-200040,2024-06-02T00:00:00,SHIPPED,CUST-1005,BlueRidge Components,RMA,1,ITM-DELETED,243,PC,360.04,USD,PLANO_DC,2024-07-22,07/24/2024,NETSUITE,J. Lin,NET 30,FOB Destination,PLANO_DC
SO-200040,2024-06-02T00:00:00,SHIPPED,CUST-1005,BlueRidge Components,RMA,2,ITM-01020-A,96,EACH,235.06,$,PLANO_DC,2024-06-16T00:00:00,2024-06-23,NETSUITE,J. Lin,Due on receipt,FOB Origin,PLANO_DC
SO-200040,2024-06-02T00:00:00,SHIPPED,CUST-1005,BlueRidge Components,RMA,3,ITM-01038-D,121,PCS,201.19,USD,PLANO_DC,27/07/2024,20240726,NETSUITE,J. Lin,NET 30,DDP,PLANO_DC
SO-200040,2024-06-02T00:00:00,SHIPPED,CUST-1005,BlueRidge Components,RMA,4,ITM-99999-Z,88,Each,394.9,$,PLANO_DC,04/05/2024,08-Apr-24,NETSUITE,J. Lin,NET60,FOB Origin,PLANO_DC
SO-200041,"Jun 19, 2024",SHIPPED,CUST-1004,Lone Star Logistics,DROPSHIP,1,ITM-01049-C,126,EA,53.5,$,PLANO_DC,"Apr 13, 2024",15/04/2024,NETSUITE,E. Vasquez,Due on receipt,DDP,PLANO_DC
SO-200041,"Jun 19, 2024",SHIPPED,CUST-1004,Lone Star Logistics,DROPSHIP,2,ITM-01025-A,137,PCS,292.8,USD,PLANO_DC,02-Mar-24,2024-02-29T00:00:00,NETSUITE,E. Vasquez,PREPAID,FOB Destination,PLANO_DC
SO-200041,"Jun 19, 2024",SHIPPED,CUST-1004,Lone Star Logistics,DROPSHIP,3,ITM-99999-Z,161,PC,101.03,USD,PLANO_DC,21-Aug-24,18-Aug-24,NETSUITE,E. Vasquez,NET60,FOB Origin,PLANO_DC
SO-200041,"Jun 19, 2024",SHIPPED,CUST-1004,Lone Star Logistics,DROPSHIP,4,ITM-01038-D,17,EA,120.68,$,PLANO_DC,18/05/2024,"May 20, 2024",NETSUITE,E. Vasquez,PREPAID,FOB,PLANO_DC
SO-200042,12/17/2024,CLOSED,CUST-1004,Lone Star Logistics,INTERNAL,1,ITM-01059-A,59,PCS,291.41,USD,DALLAS_DC,06/12/2024,"Jun 09, 2024",NETSUITE,J. Lin,NET30,FOB Destination,DALLAS_DC
SO-200042,12/17/2024,CLOSED,CUST-1004,Lone Star Logistics,INTERNAL,2,ITM-12345-Q,97,PC,103.8,USD,DALLAS_DC,20240814,2024-08-12,NETSUITE,J. Lin,PREPAID,FOB Origin,DALLAS_DC
SO-200043,"Feb 25, 2024",BOOKED,CUST-1006,Summit Technology,STD,1,ITM-01036-C,180,PCS,83.79,USD,M2,"May 04, 2024",2024-05-16,NETSUITE,E. Vasquez,NET 30,DDP,M2
SO-200043,"Feb 25, 2024",BOOKED,CUST-1006,Summit Technology,STD,2,ITM-01043-A,160,ea,280.89,$,M2,2024-07-12T00:00:00,2024-07-17,NETSUITE,E. Vasquez,PREPAID,FOB Origin,M2
SO-200043,"Feb 25, 2024",BOOKED,CUST-1006,Summit Technology,STD,3,ITM-01051-C,51,ea,81.5,$,M2,2024-03-28T00:00:00,20240409,NETSUITE,E. Vasquez,NET60,FOB,M2
SO-200043,"Feb 25, 2024",BOOKED,CUST-1006,Summit Technology,STD,4,ITM-12345-Q,42,EA,220.16,USD,M2,"Jun 13, 2024",19/06/2024,NETSUITE,E. Vasquez,NET 30,FOB Destination,M2
SO-200044,"Jan 07, 2024",BOOKED,CUST-1001,Northwind Industries,STD,1,ITM-01050-B,186,PC,42.31,$,M2,"Jul 09, 2024",07/08/2024,NETSUITE,B. O'Connor,Due on receipt,FOB,M2
SO-200044,"Jan 07, 2024",BOOKED,CUST-1001,Northwind Industries,STD,2,ITM-01004-D,224,EA,341.19,$,M2,2024-03-26T00:00:00,"Mar 28, 2024",NETSUITE,B. O'Connor,NET 30,DDP,M2
SO-200045,2024-02-29,BOOKED,CUST-1006,Summit Technology,STD,1,ITM-01029-C,225,PC,38.99,$,DALLAS_DC,08/07/2024,2024-08-12,NETSUITE,M. Patel,Due on receipt,DDP,DALLAS_DC
SO-200045,2024-02-29,BOOKED,CUST-1006,Summit Technology,STD,2,ITM-01018-A,205,Each,260.24,USD,DALLAS_DC,2024-06-07,06/19/2024,NETSUITE,M. Patel,NET30,FOB Destination,DALLAS_DC
SO-200045,2024-02-29,BOOKED,CUST-1006,Summit Technology,STD,3,ITM-12345-Q,47,ea,153.14,$,DALLAS_DC,20240702,2024-07-13,NETSUITE,M. Patel,NET60,DDP,DALLAS_DC
SO-200046,27/02/2024,CANCELLED,CUST-1004,Lone Star Logistics,STD,1,ITM-12345-Q,245,PC,349.51,USD,M1,20240713,"Jul 17, 2024",NETSUITE,E. Vasquez,PREPAID,FOB Origin,M1
SO-200046,27/02/2024,CANCELLED,CUST-1004,Lone Star Logistics,STD,2,ITM-DELETED,124,EACH,266.16,USD,M1,17/08/2024,08/21/2024,NETSUITE,E. Vasquez,PREPAID,FOB Origin,M1
SO-200046,27/02/2024,CANCELLED,CUST-1004,Lone Star Logistics,STD,3,ITM-99999-Z,219,Each,348.03,USD,M1,2024-07-08T00:00:00,20/07/2024,NETSUITE,E. Vasquez,NET 30,FOB Destination,M1
SO-200047,2024-05-22,SHIPPED,CUST-1003,Pacific Distributors,INTERNAL,1,ITM-01052-B,23,Each,179.93,USD,DALLAS_DC,25/07/2024,"Aug 05, 2024",NETSUITE,R. Kim,NET30,FOB Origin,DALLAS_DC
SO-200048,2024-07-30,BOOKED,CUST-1004,Lone Star Logistics,STD,1,ITM-01042-C,244,EACH,146.61,USD,M1,2024-08-19T00:00:00,08/30/2024,NETSUITE,B. O'Connor,Due on receipt,FOB,M1
SO-200048,2024-07-30,BOOKED,CUST-1004,Lone Star Logistics,STD,2,ITM-01040-B,184,PC,146.59,$,M1,2024-08-01,2024-08-13,NETSUITE,B. O'Connor,NET60,FOB Origin,M1
SO-200048,2024-07-30,BOOKED,CUST-1004,Lone Star Logistics,STD,3,ITM-01054-C,141,ea,150.81,USD,M1,2024-08-10,08/16/2024,NETSUITE,B. O'Connor,Due on receipt,FOB Destination,M1
SO-200048,2024-07-30,BOOKED,CUST-1004,Lone Star Logistics,STD,4,ITM-01048-D,66,ea,79.98,USD,M1,2024-06-13T00:00:00,13/06/2024,NETSUITE,B. O'Connor,NET60,DDP,M1
SO-200048,2024-07-30,BOOKED,CUST-1004,Lone Star Logistics,STD,5,ITM-99999-Z,194,Each,20.51,USD,M1,2024-05-26T00:00:00,"May 26, 2024",NETSUITE,B. O'Connor,PREPAID,FOB Origin,M1
SO-200049,"Aug 22, 2024",SHIPPED,CUST-1004,Lone Star Logistics,INTERNAL,1,ITM-01054-C,237,ea,312.87,USD,PLANO_DC,"Jul 28, 2024",20240809,NETSUITE,E. Vasquez,NET60,FOB Destination,PLANO_DC
SO-200049,"Aug 22, 2024",SHIPPED,CUST-1004,Lone Star Logistics,INTERNAL,2,ITM-12345-Q,130,Each,168.63,USD,PLANO_DC,"Aug 01, 2024",2024-08-08T00:00:00,NETSUITE,E. Vasquez,NET60,FOB,PLANO_DC
SO-200049,"Aug 22, 2024",SHIPPED,CUST-1004,Lone Star Logistics,INTERNAL,3,ITM-01022-D,207,PCS,57.0,USD,PLANO_DC,"May 15, 2024","May 26, 2024",NETSUITE,E. Vasquez,PREPAID,FOB,PLANO_DC
SO-200049,"Aug 22, 2024",SHIPPED,CUST-1004,Lone Star Logistics,INTERNAL,4,ITM-01036-C,162,PCS,81.95,USD,PLANO_DC,"May 20, 2024",03-Jun-24,NETSUITE,E. Vasquez,NET 30,FOB Destination,PLANO_DC
SO-200049,"Aug 22, 2024",SHIPPED,CUST-1004,Lone Star Logistics,INTERNAL,5,ITM-01042-C,139,PC,255.48,USD,PLANO_DC,2024-04-15,2024-04-28T00:00:00,NETSUITE,E. Vasquez,NET 30,DDP,PLANO_DC
SO-200050,"Oct 19, 2024",CANCELLED,CUST-1005,BlueRidge Components,DROPSHIP,1,ITM-DELETED,172,EA,81.56,USD,PLANO_DC,07-Apr-24,"Apr 05, 2024",NETSUITE,R. Kim,NET 30,FOB Destination,PLANO_DC
SO-200050,"Oct 19, 2024",CANCELLED,CUST-1005,BlueRidge Components,DROPSHIP,2,ITM-99999-Z,53,ea,14.86,$,PLANO_DC,2024-08-24,20240830,NETSUITE,R. Kim,PREPAID,FOB Destination,PLANO_DC
SO-200050,"Oct 19, 2024",CANCELLED,CUST-1005,BlueRidge Components,DROPSHIP,3,ITM-01036-C,131,PC,116.48,USD,PLANO_DC,2024-06-08,12/06/2024,NETSUITE,R. Kim,Due on receipt,DDP,PLANO_DC
SO-200050,"Oct 19, 2024",CANCELLED,CUST-1005,BlueRidge Components,DROPSHIP,4,ITM-01044-A,14,EA,297.98,USD,PLANO_DC,20240520,2024-06-03T00:00:00,NETSUITE,R. Kim,Due on receipt,FOB Destination,PLANO_DC
SO-200050,"Oct 19, 2024",CANCELLED,CUST-1005,BlueRidge Components,DROPSHIP,5,ITM-01046-D,194,ea,219.55,USD,PLANO_DC,08/13/2024,2024-08-21T00:00:00,NETSUITE,R. Kim,NET60,FOB,PLANO_DC
SO-200051,"Mar 31, 2024",BOOKED,CUST-1004,Lone Star Logistics,RMA,1,ITM-DELETED,34,PCS,234.43,$,PLANO_DC,2024-07-21,26-Jul-24,NETSUITE,M. Patel,Due on receipt,FOB Destination,PLANO_DC
SO-200051,"Mar 31, 2024",BOOKED,CUST-1004,Lone Star Logistics,RMA,2,ITM-DELETED,199,PC,247.01,USD,PLANO_DC,31-Jul-24,29/07/2024,NETSUITE,M. Patel,PREPAID,FOB,PLANO_DC
SO-200051,"Mar 31, 2024",BOOKED,CUST-1004,Lone Star Logistics,RMA,3,ITM-12345-Q,57,PCS,209.2,USD,PLANO_DC,05/21/2024,03/06/2024,NETSUITE,M. Patel,PREPAID,DDP,PLANO_DC
SO-200051,"Mar 31, 2024",BOOKED,CUST-1004,Lone Star Logistics,RMA,4,ITM-99999-Z,227,PCS,266.01,$,PLANO_DC,29-May-24,02-Jun-24,NETSUITE,M. Patel,NET60,DDP,PLANO_DC
SO-200052,2024-11-28,BOOKED,CUST-1005,BlueRidge Components,DROPSHIP,1,ITM-01016-D,98,EA,155.58,USD,DALLAS_DC,"Mar 11, 2024",18-Mar-24,NETSUITE,R. Kim,NET30,FOB,DALLAS_DC
SO-200052,2024-11-28,BOOKED,CUST-1005,BlueRidge Components,DROPSHIP,2,ITM-01033-B,12,EACH,359.52,USD,DALLAS_DC,23-Jun-24,20240705,NETSUITE,R. Kim,NET30,FOB Origin,DALLAS_DC
SO-200052,2024-11-28,BOOKED,CUST-1005,BlueRidge Components,DROPSHIP,3,ITM-12345-Q,161,EA,85.89,USD,DALLAS_DC,2024-07-15T00:00:00,07/12/2024,NETSUITE,R. Kim,Due on receipt,FOB Origin,DALLAS_DC
SO-200052,2024-11-28,BOOKED,CUST-1005,BlueRidge Components,DROPSHIP,4,ITM-01054-C,166,EA,299.26,USD,DALLAS_DC,2024-08-27,06/09/2024,NETSUITE,R. Kim,NET 30,FOB Origin,DALLAS_DC
SO-200052,2024-11-28,BOOKED,CUST-1005,BlueRidge Components,DROPSHIP,5,ITM-99999-Z,143,EA,230.83,USD,DALLAS_DC,15-Apr-24,20/04/2024,NETSUITE,R. Kim,Due on receipt,DDP,DALLAS_DC
SO-200053,26/07/2024,CLOSED,CUST-1006,Summit Technology,STD,1,ITM-12345-Q,194,PC,235.07,USD,PLANO_DC,2024-08-06T00:00:00,2024-08-05,NETSUITE,R. Kim,NET 30,FOB Origin,PLANO_DC
SO-200053,26/07/2024,CLOSED,CUST-1006,Summit Technology,STD,2,ITM-DELETED,156,EA,114.04,$,PLANO_DC,23/08/2024,29/08/2024,NETSUITE,R. Kim,NET30,DDP,PLANO_DC
SO-200053,26/07/2024,CLOSED,CUST-1006,Summit Technology,STD,3,ITM-99999-Z,204,ea,119.4,USD,PLANO_DC,04/04/2024,13-Apr-24,NETSUITE,R. Kim,NET 30,FOB Origin,PLANO_DC
SO-200053,26/07/2024,CLOSED,CUST-1006,Summit Technology,STD,4,ITM-01036-C,11,EA,229.94,$,PLANO_DC,20240406,20240406,NETSUITE,R. Kim,NET30,FOB,PLANO_DC
SO-200053,26/07/2024,CLOSED,CUST-1006,Summit Technology,STD,5,ITM-01048-D,106,PC,340.88,USD,PLANO_DC,05/28/2024,05/31/2024,NETSUITE,R. Kim,NET60,FOB,PLANO_DC
SO-200054,02/28/2024,BOOKED,CUST-1002,Acme Manufacturing,INTERNAL,1,ITM-01017-C,186,ea,195.9,$,PLANO_DC,26-Mar-24,03/29/2024,NETSUITE,B. O'Connor,NET60,FOB Origin,PLANO_DC
SO-200054,02/28/2024,BOOKED,CUST-1002,Acme Manufacturing,INTERNAL,2,ITM-01005-A,125,Each,132.68,USD,PLANO_DC,19-Apr-24,"Apr 26, 2024",NETSUITE,B. O'Connor,PREPAID,FOB Destination,PLANO_DC
SO-200054,02/28/2024,BOOKED,CUST-1002,Acme Manufacturing,INTERNAL,3,ITM-01024-D,44,EA,126.66,USD,PLANO_DC,"May 20, 2024","May 30, 2024",NETSUITE,B. O'Connor,Due on receipt,FOB,PLANO_DC
SO-200055,"Mar 09, 2024",CLOSED,CUST-1003,Pacific Distributors,INTERNAL,1,ITM-DELETED,28,PCS,258.93,USD,M2,2024-07-03T00:00:00,17-Jul-24,NETSUITE,R. Kim,NET60,FOB Destination,M2
SO-200055,"Mar 09, 2024",CLOSED,CUST-1003,Pacific Distributors,INTERNAL,2,ITM-01057-A,187,EA,357.06,USD,M2,"Aug 08, 2024",2024-08-07,NETSUITE,R. Kim,PREPAID,DDP,M2
SO-200055,"Mar 09, 2024",CLOSED,CUST-1003,Pacific Distributors,INTERNAL,3,ITM-01014-B,67,ea,357.81,USD,M2,10/03/2024,"Mar 24, 2024",NETSUITE,R. Kim,NET60,FOB,M2
SO-200056,2024-04-24T00:00:00,CLOSED,CUST-1004,Lone Star Logistics,RMA,1,ITM-01001-A,218,ea,274.3,USD,PLANO_DC,08/17/2024,21/08/2024,NETSUITE,R. Kim,NET60,FOB Destination,PLANO_DC
SO-200056,2024-04-24T00:00:00,CLOSED,CUST-1004,Lone Star Logistics,RMA,2,ITM-01037-A,189,PC,194.43,$,PLANO_DC,2024-08-16,08/17/2024,NETSUITE,R. Kim,Due on receipt,FOB Destination,PLANO_DC
